sentence,label
that the pocket monster movie franchise is nearly ready to keel over ,0
"what madonna does here ca n't properly be called acting -- more accurately , it 's moving and it 's talking and it 's occasionally gesturing , sometimes all at once . ",0
"ice age wo n't drop your jaw , ",0
schneidermeister ... makin ' a fool of himself ... losin ' his fan base ... ,0
"stanley kwan has directed not only one of the best gay love stories ever made , but one of the best love stories of any stripe . ",1
"an inept , tedious spoof of '70s kung fu pictures ",0
help chicago make the transition from stage to screen with considerable appeal intact ,1
"a bracing , unblinking work that serves as a painful elegy and sobering cautionary tale . ",1
audiences on both sides of the atlantic love him ,1
's work as well as a remarkably faithful one ,1
you wo n't feel cheated by the high infidelity of unfaithful . ,1
a heartening tale of small victories and enduring ,1
", with the director taking a hands-off approach when he should have shaped the story to show us why it 's compelling . ",0
intrepid in exploring an attraction that crosses sexual identity ,1
only thing to fear about `` fear dot com '' ,0
far from heaven is a dazzling conceptual feat ,1
is that it 's a crime movie made by someone who obviously knows nothing about crime ,0
a dashing and absorbing outing with one of france 's most inventive directors ,1
quickly enters the pantheon of wreckage that includes battlefield earth and showgirls ,0
", they prove more distressing than suspenseful . ",0
but it 's hard to imagine a more generic effort in the genre . ,0
"is a likable story , told with competence . ",1
there are n't many conclusive answers in the film ,0
"gives this aging series a much needed kick , making `` die another day '' one of the most entertaining bonds in years ",1
"for those of us who respond more strongly to storytelling than computer-generated effects , the new star wars installment has n't escaped the rut dug by the last one . ",0
"in such a straightforward , emotionally honest manner that by the end ",1
"is to say that it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world ",1
"reign of fire never comes close to recovering from its demented premise , ",0
"plays like a badly edited , 91-minute trailer ( and ) the director ca n't seem to get a coherent rhythm going ",0
"is throwing up his hands in surrender , ",0
"energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they 're not interested . ",1
", the film works as well as it does because of the performances . ",1
"an admirable reconstruction of terrible events , and ",1
"donovan ... squanders his main asset , jackie chan , and fumbles the vital action sequences . ",0
'll be thinking of 51 ways to leave this loser ,0
"'s a wise and powerful tale of race and culture forcefully told , with superb performances throughout ",1
"conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects ",0
should please fans of chris fuhrman 's posthumously published cult novel ,1
decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies ,0
another arnold vehicle that fails to make adequate use of his particular talents . ,0
form an acting bond that makes the banger sisters a fascinating character study with laughs to spare ,1
collapses when mr. taylor tries to shift the tone to a thriller 's rush . ,0
"a tapestry woven of romance , dancing , singing , and unforgettable characters ",1
"could have easily become a cold , calculated exercise in postmodern pastiche winds up a powerful and deeply moving example of melodramatic moviemaking . ",1
"sweet gentle jesus , did the screenwriters just do a cut-and-paste of every bad action-movie line in history ? ",0
"avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates ",0
if you believe that the shocking conclusion is too much of a plunge or ,0
pleasant enough -- and oozing with attractive men ,1
thought out encounter than the original could ever have hoped to be ,1
"the performances are amiable and committed , and the comedy more often than not hits the bullseye . ",1
"in all the annals of the movies , few films have been this odd , inexplicable and unpleasant . ",0
time of favor could have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation . ,0
naomi watts is terrific as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation ,1
"one of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes of tenderness , loss , discontent , and yearning . ",1
find yourself rooting for gai 's character to avoid the fate that has befallen every other carmen before her ,1
"capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a spielberg trademark ",1
the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama ,1
"try to create characters out of the obvious cliches , but wind up using them as punching bags ",0
"bears more than a whiff of exploitation , despite iwai 's vaunted empathy ",0
"brilliantly written and well-acted , yellow asphalt is an uncompromising film . ",1
would have a hard time sitting through this one . ,0
"if the plot seems a bit on the skinny side , that 's because panic room is interested in nothing more than sucking you in ... and making you sweat . ",1
"come by once in a while with flawless amounts of acting , direction , story and pace ",1
look american angst in the eye and end up laughing ,1
( the film 's ) taste for `` shock humor '' will wear thin on all but those weaned on the comedy of tom green and the farrelly brothers . ,0
in the way they help increase an average student 's self-esteem ,1
is one of the rarest kinds of films : a family-oriented non-disney film that is actually funny without hitting below the belt . ,1
"though intrepid in exploring an attraction that crosses sexual identity , ozpetek falls short in showing us antonia 's true emotions ... ",1
for `` shock humor '' will wear thin on all ,0
translation : ` we do n't need to try very hard . ' ,0
"that it 's left a few crucial things out , like character development and coherence ",0
a movie that takes such a speedy swan dive from `` promising '' ,0
"accept the characters and the film , flaws and all ",1
", norton has to recite bland police procedural details , fiennes wanders around in an attempt to seem weird and distanced , ",0
one experiences mr. haneke 's own sadistic tendencies toward his audience ,0
does n't work because there is no foundation for it ,0
"know it would n't exist without the precedent of yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of broadway ",1
so slick and watered-down it almost loses what made you love it ,0
( the film 's ) taste for `` shock humor '' will wear thin on all but ,0
another useless recycling of a brutal mid - '70s american sports movie . ,0
"a frustrating ` tweener ' -- too slick , ",0
set in newfoundland that cleverly captures the dry wit that 's so prevalent on the rock . ,1
"will no doubt rally to its cause , trotting out threadbare standbys like ` masterpiece ' and ` triumph ' and all that malarkey , but rarely ",0
it 's supposed to feel funny and light ,0
", then you 'll enjoy the hot chick . ",1
that may make you hate yourself for giving in ,0
to do a little fleeing of its own ,0
time out is existential drama without any of the pretension associated with the term . ,1
"is not show-stoppingly hilarious , but scathingly witty nonetheless ",1
stripped of most of his budget and all of his sense of humor ,0
we do n't even like their characters . ,0
"although it tries to be much more , it 's really just another major league . ",0
ryan gosling ( murder by numbers ) delivers a magnetic performance . ,1
"if you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this oscar-nominated documentary takes you there . ",1
which also is n't embarrassed to make you reach for the tissues ,1
... an enjoyably frothy ` date movie ' ... ,1
"'s sharply comic and surprisingly touching , so hold the gong ",1
"whereas oliver stone 's conspiracy thriller jfk was long , intricate , star-studded and visually flashy , interview with the assassin draws its considerable power from simplicity . ",1
denied her own athleticism by lighting that emphasizes every line and sag ,0
"the woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made allen 's romantic comedies so pertinent and enduring ",1
convey a strong sense of the girls ' environment . ,1
"the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious . ",0
"even if you do n't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why . ",1
"has elements of romance , tragedy and even silent-movie comedy ",1
", the improbable `` formula 51 '' is somewhat entertaining ",1
"'s also uninspired , lacking the real talent and wit to elevate it beyond its formula to the level of classic romantic comedy to which it aspires . ",0
"simultaneously heart-breaking and very funny , the last kiss is really all about performances . ",1
"like a mere excuse for the wan , thinly sketched story ",0
could possibly be more contemptuous of the single female population . ,1
"like a giant commercial for universal studios , where much of the action takes place ",0
"that should shame americans , regardless of whether or not ultimate blame ",0
of the most high-concept sci fi adventures attempted for the screen ,1
", davis ' highly personal brand of romantic comedy is a tart , smart breath of fresh air ",1
"from others in its genre in that it is does not rely on dumb gags , anatomical humor , or character cliches ",1
"as an emotionally accessible , almost mystical work ",1
told with sharp ears and eyes for the tenor of the times ,1
is fabulously funny and over the top as a ` very sneaky ' butler who excels in the art of impossible disappearing/reappearing acts ,1
make you think twice about what might be going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster ,1
", eight legged freaks is prime escapist fare . ",1
it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema ,0
so vividly that the artist 's work may take on a striking new significance for anyone who sees the film ,1
too bad maggio could n't come up with a better script . ,0
"it 's weird , wonderful , and not necessarily for kids . ",1
pleasure to have a film like the hours as an alternative ,1
"'s a treat -- a delightful , witty , improbable romantic comedy with a zippy jazzy score ",1
about one in three gags in white 's intermittently wise script hits its mark ; the rest are padding unashamedly appropriated from the teen-exploitation playbook ,0
"feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as powerful ",1
"captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience ",1
